"continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","population","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million"
"Europe","United Kingdom",2021-02-13,4011625,0,18700.143,136075,0,950.714,58839.33,0,274.279,1995.84,0,13.944,0.74,2842,42.098,20741,307.233,NA,NA,11786,174.584,74547282,381478,1107.998,5.67,613922,9.125,0.0227,44.1,15599904,15062189,537715,NA,508208,439024,23.11,22.31,0.8,NA,6503,435310,0.645,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-02-14,4105639,94014,13430.571,141135,5060,722.857,60218.246,1378.923,196.989,2070.056,74.216,10.602,0.74,2851,42.231,20820,308.404,NA,NA,11473,169.948,74928155,380873,1113.659,5.661,584461,8.687,0.0226,44.2,15839781,15300151,539630,NA,239877,433313,23.46,22.66,0.8,NA,6419,429449,0.636,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,110776.09,15.75,26.15,1646.4683
"Europe","United Kingdom",2021-02-15,4105639,0,13430.571,141135,0,722.857,60218.246,0,196.989,2070.056,0,10.602,0.75,2805,41.55,20765,307.589,NA,NA,11059,163.815,75390030,461875,1120.524,6.865,558187,8.296,0.0226,44.3,16122272,15576107,546165,NA,282491,422771,23.88,23.07,0.81,NA,6262,418517,0.62,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-02-16,4105639,0,13430.571,141135,0,722.857,60218.246,0,196.989,2070.056,0,10.602,0.75,2708,40.113,20000,296.257,NA,NA,10819,160.26,75883973,493943,1127.866,7.341,546532,8.123,0.0226,44.3,16499549,15940972,558577,NA,377277,417385,24.44,23.61,0.83,NA,6183,411811,0.61,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-02-17,4105639,0,13430.571,141135,0,722.857,60218.246,0,196.989,2070.056,0,10.602,0.75,2614,38.721,19238,284.97,NA,NA,10504,155.594,76443815,559842,1136.187,8.321,518511,7.707,0.0237,42.2,16996806,16423082,573724,NA,497257,423322,25.18,24.33,0.85,NA,6271,416282,0.617,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-02-18,4105639,0,13430.571,141135,0,722.857,60218.246,0,196.989,2070.056,0,10.602,0.76,2535,37.551,18321,271.386,NA,NA,10169,150.632,76991481,547666,1144.327,8.14,491056,7.299,0.0246,40.6,17465127,16875536,589591,NA,468321,417544,25.87,25,0.87,NA,6185,409045,0.606,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-02-19,4105639,0,13430.571,141135,0,722.857,60218.246,0,196.989,2070.056,0,10.602,0.76,2469,36.573,17673,261.788,NA,NA,9937,147.195,77505893,514412,1151.972,7.646,477156,7.092,0.0244,41,17852327,17247442,604885,NA,387200,394376,26.44,25.55,0.9,NA,5842,384374,0.569,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-02-20,4105639,0,13430.571,141135,0,722.857,60218.246,0,196.989,2070.056,0,10.602,0.76,2358,34.929,16856,249.685,NA,NA,9596,142.144,77896133,390240,1157.772,5.8,478407,7.111,0.0235,42.6,18197269,17582121,615148,NA,344942,371052,26.96,26.04,0.91,NA,5496,359990,0.533,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-02-21,4185806,80167,11452.429,144999,3864,552,61394.074,1175.826,167.975,2126.73,56.674,8.096,0.76,2329,34.499,16676,247.019,NA,NA,9218,136.545,78472841,576708,1166.344,8.572,506384,7.526,0.0219,45.8,18348165,17723840,624325,NA,150896,358341,27.18,26.25,0.92,NA,5308,346241,0.513,87.96,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,113070.59,15.77,17.27,1680.5714
"Europe","United Kingdom",2021-02-22,4185806,0,11452.429,144999,0,552,61394.074,0,167.975,2126.73,0,8.096,0.76,2273,33.67,16687,247.182,NA,NA,8838,130.916,79167465,694624,1176.668,10.324,539634,8.021,0.0207,48.2,18558969,17916181,642788,NA,210804,348100,27.49,26.54,0.95,NA,5156,334296,0.495,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-02-23,4185806,0,11452.429,144999,0,552,61394.074,0,167.975,2126.73,0,8.096,0.76,2143,31.744,15930,235.969,NA,NA,8465,125.391,79778264,610799,1185.747,9.078,556327,8.269,0.0196,51.1,18911978,18242873,669105,NA,353009,344633,28.01,27.02,0.99,NA,5105,328843,0.487,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-02-24,4185806,0,11452.429,144999,0,552,61394.074,0,167.975,2126.73,0,8.096,0.76,2118,31.374,15378,227.792,NA,NA,8077,119.643,80513942,735678,1196.681,10.934,581447,8.642,0.018,55.4,19392553,18691835,700718,NA,480575,342250,28.73,27.69,1.04,NA,5070,324108,0.48,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-02-25,4185806,0,11452.429,144999,0,552,61394.074,0,167.975,2126.73,0,8.096,0.76,2047,30.322,14695,217.675,NA,NA,7714,114.266,81267131,753189,1207.876,11.195,610807,9.078,0.0167,59.9,19913592,19177555,736037,NA,521039,349781,29.5,28.41,1.09,NA,5181,328860,0.487,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-02-26,4185806,0,11452.429,144999,0,552,61394.074,0,167.975,2126.73,0,8.096,0.76,1971,29.196,13931,206.358,NA,NA,7297,108.089,81880452,613321,1216.991,9.116,624937,9.288,0.0155,64.5,20450858,19682048,768810,NA,537266,371219,30.29,29.15,1.14,NA,5499,347801,0.515,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-02-27,4185806,0,11452.429,144999,0,552,61394.074,0,167.975,2126.73,0,8.096,0.75,1903,28.189,13120,194.345,NA,NA,6952,102.979,82256446,375994,1222.58,5.588,622902,9.258,0.0149,67.2,20885683,20089551,796132,NA,434825,384059,30.94,29.76,1.18,NA,5689,358204,0.531,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-02-28,4247290,61484,8783.429,147643,2644,377.714,62295.875,901.798,128.828,2165.51,38.78,5.54,0.76,1783,26.411,12645,187.309,NA,NA,6573,97.365,82787128,530682,1230.467,7.888,616327,9.16,0.0142,70.7,21091267,20275451,815816,NA,205584,391872,31.24,30.03,1.21,NA,5805,364516,0.54,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,114124.695,15.63,7.96,1696.2385
"Europe","United Kingdom",2021-03-01,4247290,0,8783.429,147643,0,377.714,62295.875,0,128.828,2165.51,0,5.54,0.76,1806,26.752,12743,188.76,NA,NA,6269,92.862,83549977,762849,1241.806,11.338,626073,9.305,0.0127,78.4,21322717,20478619,844098,NA,231450,394821,31.59,30.33,1.25,NA,5848,366063,0.542,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-02,4247290,0,8783.429,147643,0,377.714,62295.875,0,128.828,2165.51,0,5.54,0.76,1709,25.315,12003,177.799,NA,NA,5988,88.699,84269117,719140,1252.494,10.689,641550,9.535,0.012,83.5,21599027,20703615,895412,NA,276310,383864,31.99,30.67,1.33,NA,5686,351535,0.521,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-03,4247290,0,8783.429,147643,0,377.714,62295.875,0,128.828,2165.51,0,5.54,0.76,1647,24.397,11403,168.911,NA,NA,5685,84.211,85137443,868326,1265.4,12.906,660500,9.817,0.0109,92.1,21946433,20982571,963862,NA,347406,364840,32.51,31.08,1.43,NA,5404,327248,0.485,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-04,4247290,0,8783.429,147643,0,377.714,62295.875,0,128.828,2165.51,0,5.54,0.77,1589,23.538,10819,160.26,NA,NA,5421,80.3,86164147,1026704,1280.66,15.26,699574,10.398,0.0096,104.6,22392883,21358815,1034068,NA,446450,354184,33.17,31.64,1.53,NA,5246,311609,0.462,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-05,4247290,0,8783.429,147643,0,377.714,62295.875,0,128.828,2165.51,0,5.54,0.78,1542,22.841,10206,151.18,NA,NA,5159,76.42,87156599,992452,1295.411,14.751,753735,11.203,0.0084,119.3,22887118,21796278,1090840,NA,494235,348037,33.9,32.29,1.62,NA,5155,302033,0.447,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-06,4247290,0,8783.429,147643,0,377.714,62295.875,0,128.828,2165.51,0,5.54,0.79,1449,21.464,9607,142.307,NA,NA,5055,74.879,87625363,468764,1302.378,6.967,766988,11.4,0.008,125.3,23335514,22213112,1122402,NA,448396,349976,34.57,32.9,1.66,NA,5184,303366,0.449,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-07,4288798,41508,5929.714,149444,1801,257.286,62904.68,608.806,86.972,2191.926,26.416,3.774,0.79,1394,20.649,9355,138.574,NA,NA,4813,71.294,88437767,812404,1314.453,12.075,807234,11.998,0.0074,134.6,23519898,22377255,1142643,NA,184384,346947,34.84,33.15,1.69,NA,5139,300258,0.445,86.11,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,114474.4,15.41,2.74,1701.4363
"Europe","United Kingdom",2021-03-08,4288798,0,5929.714,149444,0,257.286,62904.68,0,86.972,2191.926,0,3.774,0.8,1356,20.086,9364,138.708,NA,NA,4568,67.665,90043407,1605640,1338.318,23.865,927633,13.787,0.0063,157.5,23773959,22592528,1181431,NA,254061,350177,35.22,33.47,1.75,NA,5187,301987,0.447,82.41,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-09,4288798,0,5929.714,149444,0,257.286,62904.68,0,86.972,2191.926,0,3.774,0.81,1292,19.138,8899,131.82,NA,NA,4307,63.799,91522196,1478789,1360.297,21.979,1036154,15.4,0.0056,178.6,24064182,22809829,1254353,NA,290223,352165,35.65,33.79,1.86,NA,5217,300888,0.446,82.41,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-10,4288798,0,5929.714,149444,0,257.286,62904.68,0,86.972,2191.926,0,3.774,0.82,1236,18.309,8342,123.569,NA,NA,4162,61.651,93165132,1642936,1384.716,24.419,1146813,17.045,0.005,200,24405231,23053716,1351515,NA,341049,351257,36.15,34.15,2,NA,5203,295878,0.438,82.41,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-11,4288798,0,5929.714,149444,0,257.286,62904.68,0,86.972,2191.926,0,3.774,0.83,1192,17.657,7969,118.044,NA,NA,4003,59.296,94881127,1715995,1410.221,25.505,1245283,18.509,0.0046,216.2,24759603,23314525,1445078,NA,354372,338103,36.68,34.54,2.14,NA,5008,279387,0.414,82.41,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-12,4288798,0,5929.714,149444,0,257.286,62904.68,0,86.972,2191.926,0,3.774,0.84,1110,16.442,7632,113.052,NA,NA,3882,57.503,96386890,1505763,1432.601,22.38,1318613,19.599,0.0044,225.2,25216857,23684103,1532754,NA,457254,332820,37.35,35.08,2.27,NA,4930,269689,0.399,82.41,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-13,4288798,0,5929.714,149444,0,257.286,62904.68,0,86.972,2191.926,0,3.774,0.84,1087,16.102,7290,107.986,NA,NA,3708,54.926,96843641,456751,1439.39,6.789,1316897,19.573,0.0044,227.7,25781120,24196211,1584909,NA,564263,349372,38.19,35.84,2.35,NA,5175,283300,0.42,80.56,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-14,4329114,40316,5759.429,150700,1256,179.429,63496.004,591.323,84.475,2210.348,18.422,2.632,0.85,1049,15.539,7224,107.008,NA,NA,3605,53.4,97820887,977246,1453.915,14.525,1340446,19.923,0.0043,235.1,26063501,24453221,1610280,NA,282381,363372,38.61,36.22,2.39,NA,5383,296567,0.439,80.56,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,113794.1,15.05,-5.17,1691.325
"Europe","United Kingdom",2021-03-15,4329114,0,5759.429,150700,0,179.429,63496.004,0,84.475,2210.348,0,2.632,0.85,1016,15.05,7115,105.393,NA,NA,3541,52.452,99493947,1673060,1478.781,24.867,1350077,20.066,0.0043,234.5,26503552,24839906,1663646,NA,440051,389942,39.26,36.79,2.46,NA,5776,321054,0.476,78.7,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-16,4329114,0,5759.429,150700,0,179.429,63496.004,0,84.475,2210.348,0,2.632,0.86,968,14.339,6754,100.046,NA,NA,3405,50.438,100907531,1413584,1499.791,21.01,1340762,19.928,0.0042,235.7,27032671,25273226,1759445,NA,529119,424070,40.04,37.44,2.61,NA,6282,351914,0.521,78.7,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-17,4329114,0,5759.429,150700,0,179.429,63496.004,0,84.475,2210.348,0,2.632,0.86,925,13.702,6487,96.091,NA,NA,3276,48.527,102610398,1702867,1525.101,25.31,1349324,20.055,0.0042,238.2,27614526,25735472,1879054,NA,581855,458471,40.9,38.12,2.78,NA,6791,383108,0.567,78.7,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-18,4329114,0,5759.429,150700,0,179.429,63496.004,0,84.475,2210.348,0,2.632,0.87,879,13.02,6051,89.633,NA,NA,3180,47.105,104153238,1542840,1548.033,22.931,1324587,19.687,0.0042,236.5,28274802,26263732,2011070,NA,660276,502171,41.88,38.9,2.98,NA,7439,421315,0.624,78.7,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-19,4329114,0,5759.429,150700,0,179.429,63496.004,0,84.475,2210.348,0,2.632,0.87,830,12.295,5781,85.633,NA,NA,3078,45.594,105148680,995442,1562.828,14.795,1251684,18.604,0.0043,234.3,29015457,26878662,2136795,NA,740655,542657,42.98,39.81,3.17,NA,8038,456366,0.676,78.7,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-20,4329114,0,5759.429,150700,0,179.429,63496.004,0,84.475,2210.348,0,2.632,0.87,787,11.658,5468,80.997,NA,NA,2979,44.127,105622976,474296,1569.877,7.049,1254191,18.641,0.0043,234.4,29859742,27630970,2228772,NA,844285,582660,44.23,40.93,3.3,NA,8631,490680,0.727,78.7,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-21,4367276,38162,5451.714,151557,857,122.429,64055.734,559.73,79.961,2222.918,12.57,1.796,0.88,768,11.376,5355,79.323,NA,NA,2911,43.12,107515907,1892931,1598.012,28.135,1385003,20.585,0.0039,254.1,30279360,27997976,2281384,NA,419618,602266,44.85,41.47,3.38,NA,8921,506394,0.75,78.7,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,112699.805,14.66,-8.57,1675.0604
"Europe","United Kingdom",2021-03-22,4367276,0,5451.714,151557,0,122.429,64055.734,0,79.961,2222.918,0,1.796,0.88,748,11.08,5349,79.234,NA,NA,2772,41.061,108830747,1314840,1617.554,19.543,1333829,19.825,0.0041,243.2,30691557,28327873,2363684,NA,412197,598286,45.46,41.96,3.5,NA,8862,498281,0.738,78.7,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-23,4367276,0,5451.714,151557,0,122.429,64055.734,0,79.961,2222.918,0,1.796,0.88,711,10.532,5068,75.072,NA,NA,2702,40.024,109725323,894576,1630.851,13.296,1259685,18.723,0.0044,229.1,31186362,28653523,2532839,NA,494805,593384,46.2,42.44,3.75,NA,8790,482900,0.715,78.7,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-24,4367276,0,5451.714,151557,0,122.429,64055.734,0,79.961,2222.918,0,1.796,0.87,682,10.102,4797,71.057,NA,NA,2610,38.662,111555010,1829687,1658.045,27.195,1277802,18.992,0.0043,233.4,31766669,28991188,2775481,NA,580307,593163,47.06,42.94,4.11,NA,8786,465102,0.689,78.7,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-25,4367276,0,5451.714,151557,0,122.429,64055.734,0,79.961,2222.918,0,1.796,0.87,630,9.332,4510,66.806,NA,NA,2504,37.091,112968400,1413390,1679.053,21.007,1259309,18.717,0.0043,230.5,32325993,29316130,3009863,NA,559324,578742,47.88,43.43,4.46,NA,8573,436057,0.646,78.7,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-26,4367276,0,5451.714,151557,0,122.429,64055.734,0,79.961,2222.918,0,1.796,0.86,615,9.11,4414,65.384,NA,NA,2425,35.921,113700329,731929,1689.931,10.879,1221664,18.158,0.0046,215.8,33020952,29727435,3293517,NA,694959,572214,48.91,44.03,4.88,NA,8476,406968,0.603,78.7,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-27,4367276,0,5451.714,151557,0,122.429,64055.734,0,79.961,2222.918,0,1.796,0.86,594,8.799,4365,64.658,NA,NA,2336,34.603,114179510,479181,1697.053,7.122,1222362,18.168,0.0044,225.7,33684114,30151736,3532378,NA,663162,546339,49.9,44.66,5.23,NA,8093,360109,0.533,70.37,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-28,4405263,37987,5426.714,152211,654,93.429,64612.895,557.163,79.595,2232.51,9.592,1.37,0.85,582,8.621,4112,60.91,NA,NA,2246,33.27,115828717,1649207,1721.565,24.512,1187544,17.651,0.0044,228,34125256,30445284,3679972,NA,441142,549414,50.55,45.1,5.45,NA,8138,349615,0.518,70.37,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,112057.305,14.35,-5.31,1665.5109
"Europe","United Kingdom",2021-03-29,4405263,0,5426.714,152211,0,93.429,64612.895,0,79.595,2232.51,0,1.37,0.84,583,8.636,4133,61.222,NA,NA,2133,31.596,116842152,1013435,1736.628,15.063,1144486,17.011,0.0045,224,34530295,30682093,3848202,NA,405039,548391,51.15,45.45,5.7,NA,8123,336317,0.498,70.37,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-30,4405263,0,5426.714,152211,0,93.429,64612.895,0,79.595,2232.51,0,1.37,0.84,568,8.414,3919,58.052,NA,NA,2023,29.966,117560747,718595,1747.309,10.68,1119346,16.637,0.0044,227.5,35033894,30908010,4125884,NA,503599,549647,51.9,45.78,6.11,NA,8142,322070,0.477,70.37,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-03-31,4405263,0,5426.714,152211,0,93.429,64612.895,0,79.595,2232.51,0,1.37,0.83,547,8.103,3682,54.541,NA,NA,1943,28.781,118859027,1298280,1766.605,19.296,1043431,15.509,0.0045,222.1,35660902,31147444,4513458,NA,627008,556319,52.82,46.14,6.69,NA,8241,308037,0.456,70.37,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-04-01,4405263,0,5426.714,152211,0,93.429,64612.895,0,79.595,2232.51,0,1.37,0.83,517,7.658,3497,51.801,NA,NA,1833,27.152,119919141,1060114,1782.362,15.757,992963,14.758,0.0045,223.2,36277136,31318262,4958874,NA,616234,564449,53.74,46.39,7.35,NA,8361,286019,0.424,70.37,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-04-02,4405263,0,5426.714,152211,0,93.429,64612.895,0,79.595,2232.51,0,1.37,0.82,485,7.184,3319,49.164,NA,NA,1776,26.308,120522038,602897,1791.322,8.961,974530,14.484,0.0042,240.6,36631187,31425682,5205505,NA,354051,515748,54.26,46.55,7.71,NA,7640,242607,0.359,70.37,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-04-03,4405263,0,5426.714,152211,0,93.429,64612.895,0,79.595,2232.51,0,1.37,0.82,478,7.081,3194,47.312,NA,NA,1727,25.582,120950355,428317,1797.689,6.366,967264,14.376,0.0041,242.6,36917986,31533568,5384418,NA,286799,461982,54.69,46.71,7.98,NA,6843,197405,0.292,70.37,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-04-04,4432386,27123,3874.714,152639,428,61.143,65010.715,397.819,56.831,2238.788,6.278,0.897,0.82,469,6.947,3178,47.075,NA,NA,1652,24.471,121784429,834074,1810.085,12.397,850816,12.646,0.0044,226,37013749,31581623,5432126,NA,95763,412642,54.83,46.78,8.05,NA,6112,162334,0.24,70.37,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,109883.01,13.87,-18.69,1633.1942
"Europe","United Kingdom",2021-04-05,4432386,0,3874.714,152639,0,61.143,65010.715,0,56.831,2238.788,0,0.897,0.82,461,6.829,3207,47.505,NA,NA,1640,24.293,122660738,876309,1823.11,13.025,831227,12.355,0.0042,237.9,37119083,31622367,5496716,NA,105334,369827,54.98,46.84,8.14,NA,5478,134325,0.199,70.37,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-04-06,4432386,0,3874.714,152639,0,61.143,65010.715,0,56.831,2238.788,0,0.897,0.82,453,6.71,3096,45.861,NA,NA,1606,23.789,123363021,702283,1833.548,10.438,828896,12.32,0.0039,254.5,37391103,31707594,5683509,NA,272020,336744,55.39,46.97,8.42,NA,4988,114226,0.169,70.37,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
"Europe","United Kingdom",2021-04-07,4432386,0,3874.714,152639,0,61.143,65010.715,0,56.831,2238.788,0,0.897,0.83,440,6.518,2970,43.994,NA,NA,1574,23.315,124428120,1065099,1849.379,15.831,795585,11.825,0.0039,259,37899029,31807124,6091905,NA,507926,319732,56.14,47.12,9.02,NA,4736,94240,0.14,70.37,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.932,67508936,NA,NA,NA,NA
